point_id,latitude,longitude,Code,ratio_cs_sr,organic_carbon_b0,organic_carbon_b10,clay_fraction_0_30,clay_fraction_30_60,sand_fraction_b0,sand_fraction_b10,bulk_density_b0,bulk_density_b10,soil_pH_b0,soil_pH_b10,elevation_m,slope_deg_final,twi_scaled,cs137_kBq_m2,sr90_kBq_m2,k40_Bq_kg,ra226_Bq_kg,th232_Bq_kg,scenario_name,source_row_index,predicted_target_dose_rate,model_mode,model_version,feature_set,model_name,warning_count,warning_columns,warning_types
186,51.010941,29.695343,974,6.31,5.0,5.0,16.0,18.0,54.0,53.0,134.0,134.0,63.0,63.0,159.0,3.4,7.48,21.84,2.89,287.0,24.0,18.0,cs137_plus_20,186,0.10236398995240648,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
187,51.010941,29.681065,977,9.5,4.0,4.0,18.0,20.0,54.0,54.0,139.0,138.0,63.0,62.0,173.0,13.9,5.35,11.028,0.968,246.0,18.0,14.0,cs137_plus_20,187,0.10356749209494215,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
188,51.011283,29.61909,978,7.59,4.0,4.0,16.0,17.0,65.0,65.0,135.0,134.0,61.0,61.0,169.0,3.6,6.3,14.4,1.58,345.0,28.0,21.0,cs137_plus_20,188,0.11035075296469764,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
189,51.00804,29.52415,985,9.27,4.0,4.0,15.0,17.0,57.0,57.0,131.0,133.0,62.0,61.0,161.0,9.4,6.3,17.16,1.54,247.0,14.0,15.0,cs137_plus_20,189,0.10256513059521942,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
190,51.008,29.77188,1005,5.27,4.0,4.0,17.0,19.0,64.0,63.0,136.0,135.0,64.0,64.0,140.0,7.5,6.37,17.76,2.81,127.0,15.0,8.0,cs137_plus_20,190,0.09796305787035305,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
191,51.0079,29.86667,1015,3.6,4.0,3.0,15.0,17.0,59.0,58.0,135.0,136.0,63.0,63.0,145.0,5.3,6.17,30.6,7.06,161.0,21.0,9.0,cs137_plus_20,191,0.10236769389195921,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
192,51.00832,29.95249,1022,6.63,4.0,4.0,18.0,19.0,54.0,53.0,135.0,136.0,70.0,71.0,137.0,2.5,6.67,47.52,5.97,270.0,15.0,16.0,cs137_plus_20,192,0.11118133505738627,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
193,51.0072,30.01928,1028,1.96,5.0,5.0,19.0,20.0,43.0,43.0,131.0,130.0,63.0,63.0,130.0,14.0,5.13,61.92,26.3,207.0,12.0,12.0,cs137_plus_20,193,0.1120323079388962,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
194,51.00467,30.00338,1034,3.34,4.0,4.0,20.0,21.0,50.0,49.0,133.0,132.0,61.0,61.0,132.0,4.5,5.93,78.6,19.6,237.0,16.0,14.0,cs137_plus_20,194,0.11278201694304651,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
195,51.0051,29.79124,1038,5.47,5.0,5.0,16.0,17.0,60.0,60.0,134.0,133.0,64.0,64.0,130.0,23.8,4.56,23.52,3.57,135.0,11.0,11.0,cs137_plus_20,195,0.09917391324245846,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
196,51.001948,29.695343,1049,10.8,3.0,4.0,16.0,18.0,59.0,58.0,138.0,137.0,62.0,62.0,163.0,8.3,6.2,25.32,1.96,259.0,15.0,15.0,cs137_plus_20,196,0.10212226650957831,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
197,50.99842,29.76682,1075,6.7,3.0,3.0,16.0,18.0,57.0,56.0,137.0,135.0,64.0,64.0,146.0,10.9,5.68,23.88,2.98,289.0,21.0,20.0,cs137_plus_20,197,0.10565093989633942,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
198,50.99902,29.52905,1093,9.9,4.0,4.0,16.0,17.0,68.0,68.0,135.0,136.0,62.0,62.0,160.0,22.5,4.89,17.4,1.46,125.0,15.0,8.0,cs137_plus_20,198,0.0980190298991332,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
199,50.99581,29.92384,1106,2.48,4.0,4.0,18.0,20.0,50.0,49.0,133.0,131.0,62.0,62.0,138.0,5.1,6.57,11.952,4.02,195.0,13.0,12.0,cs137_plus_20,199,0.102522402946923,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
200,50.98989,29.52395,1120,22.0,4.0,4.0,18.0,20.0,60.0,60.0,132.0,134.0,65.0,65.0,157.0,4.5,6.58,22.8,0.862,228.0,18.0,15.0,cs137_plus_20,200,0.10211736543787854,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
201,50.99044,29.56701,1123,7.29,5.0,4.0,10.0,11.0,72.0,73.0,122.0,126.0,59.0,59.0,182.0,43.4,3.73,13.56,1.54,95.0,9.0,6.5,cs137_plus_20,201,0.09954513572309004,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
202,50.99004,29.58575,1125,7.8,3.0,3.0,18.0,19.0,63.0,62.0,135.0,134.0,63.0,63.0,162.0,10.1,5.72,16.68,1.78,140.0,14.0,7.0,cs137_plus_20,202,0.0977834300338927,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
203,50.98957,29.60909,1128,9.88,5.0,4.0,18.0,19.0,58.0,57.0,139.0,137.0,63.0,63.0,161.0,2.2,7.26,18.72,1.57,218.0,16.0,18.0,cs137_plus_20,203,0.10193748947965166,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
204,50.989943,29.6525,1131,13.3,4.0,4.0,18.0,19.0,56.0,56.0,136.0,134.0,62.0,62.0,173.0,4.6,6.13,17.4,1.08,265.0,16.0,16.0,cs137_plus_20,204,0.10664137232130928,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
205,50.989943,29.695338,1134,17.0,4.0,4.0,15.0,17.0,72.0,71.0,129.0,128.0,60.0,60.0,171.0,10.6,5.9,25.56,1.25,90.0,7.0,6.0,cs137_plus_20,205,0.09867999705425008,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
206,50.98956,29.73812,1137,7.2,6.0,6.0,17.0,19.0,48.0,48.0,138.0,136.0,61.0,61.0,159.0,10.5,5.9,32.64,3.78,272.0,18.0,17.0,cs137_plus_20,206,0.10148562619182609,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
207,50.98991,29.7527,1138,2.54,4.0,4.0,15.0,17.0,54.0,53.0,138.0,136.0,63.0,63.0,155.0,17.0,5.37,23.16,7.59,184.0,21.0,14.0,cs137_plus_20,207,0.10224392814389281,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
208,50.99019,29.767031,1141,6.03,4.0,4.0,16.0,17.0,60.0,60.0,136.0,135.0,63.0,63.0,144.0,20.8,4.54,71.64,9.9,206.0,13.0,16.0,cs137_plus_20,208,0.11113868921185824,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
209,50.99056,29.78161,1144,7.88,3.0,3.0,18.0,20.0,53.0,53.0,133.0,133.0,64.0,64.0,152.0,4.8,6.03,27.6,2.92,215.0,15.0,13.0,cs137_plus_20,209,0.1016461728350632,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
210,50.98869,29.82286,1147,11.8,4.0,4.0,20.0,21.0,60.0,61.0,137.0,139.0,66.0,66.0,126.0,12.4,5.51,20.04,1.41,80.0,5.0,5.0,cs137_plus_20,210,0.09754449144959622,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
211,50.991258,29.865266,1150,16.8,4.0,4.0,13.0,14.0,66.0,66.0,131.0,131.0,61.0,61.0,157.0,16.2,5.25,46.2,2.29,69.0,7.0,4.0,cs137_plus_20,211,0.10729700855574342,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
212,50.98952,29.90993,1153,4.31,4.0,4.0,17.0,18.0,49.0,49.0,132.0,132.0,64.0,64.0,141.0,7.1,5.69,42.6,8.24,212.0,15.0,14.0,cs137_plus_20,212,0.10750989800892612,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
213,50.99009,29.95323,1157,5.67,4.0,4.0,19.0,20.0,50.0,50.0,138.0,138.0,63.0,63.0,136.0,3.1,7.19,62.64,9.21,264.0,18.0,18.0,cs137_plus_20,213,0.11299240368248488,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
214,50.99025,29.99456,1162,2.15,7.0,7.0,20.0,21.0,47.0,48.0,134.0,132.0,64.0,64.0,108.0,1.2,8.2,46.2,17.9,110.0,15.0,8.0,cs137_plus_20,214,0.10834744363491382,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
215,50.98754,29.98126,1168,19.9,5.0,5.0,19.0,20.0,49.0,49.0,134.0,134.0,62.0,62.0,117.0,11.1,5.24,61.2,2.56,211.0,20.0,14.0,cs137_plus_20,215,0.11223284550157901,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
216,50.986961,29.966644,1171,3.58,5.0,5.0,17.0,19.0,50.0,50.0,133.0,132.0,60.0,60.0,135.0,13.6,5.32,84.36,19.6,260.0,18.0,17.0,cs137_plus_20,216,0.11556802439279362,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
217,50.986,29.91985,1172,5.46,4.0,4.0,18.0,19.0,47.0,47.0,131.0,130.0,65.0,65.0,141.0,4.4,7.12,45.24,6.9,273.0,17.0,21.0,cs137_plus_20,217,0.11076502215299705,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
218,50.983963,29.666786,1189,11.9,3.0,4.0,16.0,17.0,65.0,65.0,136.0,135.0,59.0,59.0,174.0,4.8,6.02,29.879999999999995,2.08,186.0,14.0,13.0,cs137_plus_20,218,0.10221835109574856,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
219,50.980965,30.052317,1198,2.54,7.0,6.0,17.0,18.0,52.0,52.0,129.0,129.0,66.0,66.0,109.0,4.1,6.6,7.715999999999999,2.53,51.0,7.0,4.0,cs137_plus_20,219,0.09685108920806929,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
220,50.98092,29.97109,1203,8.6,5.0,4.0,17.0,19.0,52.0,52.0,126.0,127.0,61.0,61.0,122.0,37.1,4.41,65.04,6.3,80.0,8.0,5.0,cs137_plus_20,220,0.1099755524716573,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
221,50.980922,29.952048,1205,1.54,4.0,4.0,18.0,20.0,49.0,49.0,133.0,134.0,65.0,65.0,138.0,5.5,6.61,37.8,20.4,290.0,19.0,19.0,cs137_plus_20,221,0.10858783533424857,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
222,50.98036,29.78619,1218,7.37,3.0,3.0,17.0,18.0,55.0,55.0,136.0,135.0,63.0,64.0,154.0,12.6,5.59,28.68,3.25,200.0,13.0,13.0,cs137_plus_20,222,0.10146751052933325,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
223,50.98055,29.7714,1221,4.98,4.0,4.0,17.0,18.0,59.0,58.0,136.0,137.0,63.0,63.0,139.0,19.2,5.48,29.16,4.89,158.0,13.0,11.0,cs137_plus_20,223,0.10229831092626983,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
224,50.98108,29.75715,1223,6.64,3.0,3.0,16.0,18.0,54.0,54.0,134.0,132.0,64.0,64.0,157.0,5.3,6.08,46.2,5.79,263.0,16.0,14.0,cs137_plus_20,224,0.10917849372064682,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
225,50.98098,29.60994,1236,11.9,3.0,4.0,15.0,17.0,66.0,66.0,136.0,135.0,63.0,63.0,166.0,11.2,5.39,22.8,1.61,115.0,15.0,7.0,cs137_plus_20,225,0.09836018890057331,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
226,50.980348,29.595394,1239,6.2,4.0,4.0,17.0,18.0,69.0,68.0,138.0,137.0,61.0,61.0,158.0,9.4,5.58,12.96,1.74,165.0,10.0,11.0,cs137_plus_20,226,0.09900164148035571,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
227,50.9809,29.58118,1242,10.5,4.0,4.0,16.0,17.0,64.0,64.0,134.0,134.0,60.0,60.0,152.0,20.9,5.35,26.52,2.09,177.0,27.0,12.0,cs137_plus_20,227,0.10037197729064987,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
228,50.98112,29.43281,1252,38.3,4.0,4.0,17.0,18.0,58.0,58.0,135.0,134.0,60.0,60.0,170.0,1.9,7.13,31.32,0.683,118.0,10.5,7.0,cs137_plus_20,228,0.099862236705728,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
229,50.977968,29.662026,1261,10.8,3.0,4.0,16.0,18.0,70.0,70.0,134.0,134.0,58.0,58.0,168.0,4.9,6.76,30.48,2.35,170.0,8.0,9.0,cs137_plus_20,229,0.10171767766993581,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
230,50.97835,30.01494,1271,6.59,5.0,7.0,19.0,20.0,51.0,51.0,129.0,129.0,70.0,70.0,115.0,33.9,4.28,73.8,9.33,45.0,6.0,4.0,cs137_plus_20,230,0.11135857681395271,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
231,50.97511,29.5334,1276,21.3,5.0,4.0,16.0,18.0,63.0,62.0,127.0,128.0,65.0,65.0,156.0,9.5,5.7,17.52,0.683,171.0,14.0,9.0,cs137_plus_20,231,0.10005941269601216,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
232,50.97487,29.52447,1278,8.93,3.0,3.0,16.0,19.0,60.0,60.0,138.0,136.0,62.0,62.0,159.0,4.3,6.42,10.752,1.0,163.0,12.0,10.0,cs137_plus_20,232,0.0989795373003418,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
233,50.9752,29.51049,1281,15.0,3.0,3.0,18.0,19.0,62.0,61.0,136.0,134.0,63.0,63.0,159.0,15.6,5.54,28.44,1.58,74.0,11.0,5.0,cs137_plus_20,233,0.09795545997572974,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
234,50.97223,29.77673,1311,6.27,4.0,4.0,17.0,18.0,55.0,54.0,136.0,135.0,61.0,61.0,147.0,23.1,4.83,34.8,4.63,380.0,25.0,26.0,cs137_plus_20,234,0.1057333823021781,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
235,50.97124,29.92359,1321,5.41,3.0,3.0,17.0,18.0,57.0,56.0,139.0,138.0,63.0,63.0,142.0,11.3,5.27,32.879999999999995,5.06,240.0,14.0,16.0,cs137_plus_20,235,0.10352858591023771,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
236,50.97261,30.00841,1326,2.48,5.0,5.0,15.0,16.0,49.0,49.0,127.0,126.0,67.0,67.0,110.0,6.6,6.21,87.84,29.5,53.0,6.0,5.0,cs137_plus_20,236,0.11199269711066859,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
237,50.96872,29.948,1331,3.99,4.0,4.0,18.0,19.0,54.0,53.0,133.0,133.0,63.0,63.0,121.0,34.4,4.33,37.44,7.83,145.0,10.0,14.0,cs137_plus_20,237,0.1043328253165681,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
238,50.96917,29.87584,1336,3.61,3.0,4.0,20.0,22.0,59.0,59.0,133.0,131.0,60.0,60.0,130.0,10.8,6.05,10.812,2.5,127.0,11.0,7.0,cs137_plus_20,238,0.09896802049117973,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
239,50.962413,29.996578,1357,7.75,10.0,10.0,14.0,16.0,58.0,58.0,119.0,122.0,58.0,58.0,127.0,14.9,5.59,69.84,7.51,56.0,8.0,5.0,cs137_plus_20,239,0.1250705957633884,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
240,50.9628,29.93671,1360,5.05,3.0,4.0,18.0,19.0,55.0,55.0,135.0,136.0,65.0,65.0,132.0,30.5,4.83,69.0,11.4,180.0,12.0,15.0,cs137_plus_20,240,0.11399453678557638,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
241,50.96273,29.92281,1363,7.41,3.0,4.0,16.0,17.0,63.0,63.0,136.0,135.0,63.0,63.0,139.0,9.6,5.64,32.04,3.6,80.0,6.0,5.0,cs137_plus_20,241,0.10031822338380204,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
242,50.96457,29.91055,1364,3.98,4.0,5.0,15.0,16.0,60.0,60.0,126.0,126.0,60.0,60.0,145.0,15.8,5.55,9.264,1.94,80.0,6.0,6.0,cs137_plus_20,242,0.09736513929123765,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
243,50.96309,29.88077,1366,7.86,3.0,3.0,18.0,20.0,57.0,58.0,137.0,138.0,64.0,64.0,126.0,12.3,5.71,61.2,6.49,88.0,8.0,7.0,cs137_plus_20,243,0.10795865040873245,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
244,50.96238,29.86654,1368,6.56,5.0,5.0,16.0,17.0,57.0,57.0,131.0,129.0,60.0,59.0,119.0,20.3,5.51,39.35999999999999,5.0,135.0,15.0,15.0,cs137_plus_20,244,0.1047014682100292,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
245,50.96257,29.82359,1371,22.9,5.0,5.0,12.0,13.0,68.0,67.0,131.0,132.0,58.0,58.0,158.0,23.9,4.96,35.76,1.3,75.0,66.0,49.0,cs137_plus_20,245,0.104737544557741,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
246,50.96294,29.7816,1374,4.27,4.0,4.0,13.0,15.0,66.0,65.0,131.0,131.0,56.0,56.0,153.0,18.8,5.39,35.879999999999995,7.0,372.0,24.0,25.0,cs137_plus_20,246,0.11139863170289102,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
247,50.96336,29.75333,1378,7.59,4.0,4.0,16.0,17.0,57.0,57.0,137.0,136.0,65.0,65.0,148.0,11.2,5.79,23.52,2.57,214.0,13.0,15.0,cs137_plus_20,247,0.10167886644388614,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
248,50.96312,29.73859,1379,9.78,4.0,5.0,17.0,18.0,61.0,61.0,138.0,139.0,62.0,62.0,158.0,9.9,5.76,30.24,2.57,180.0,9.5,10.0,cs137_plus_20,248,0.10049752210457802,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
249,50.961887,29.695044,1382,26.4,8.0,7.0,14.0,15.0,69.0,68.0,128.0,128.0,58.0,58.0,174.0,8.6,5.85,30.6,0.965,80.0,9.0,5.0,cs137_plus_20,249,0.10117556229543853,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
250,50.962583,29.651804,1385,10.2,5.0,5.0,12.0,13.0,75.0,75.0,129.0,129.0,56.0,56.0,161.0,19.7,5.61,29.879999999999995,2.44,98.0,16.0,11.0,cs137_plus_20,250,0.1006787080905184,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
251,50.962043,29.609604,1388,31.3,6.0,5.0,12.0,13.0,78.0,79.0,124.0,129.0,56.0,56.0,157.0,15.4,5.77,26.4,0.703,112.0,11.0,9.0,cs137_plus_20,251,0.09975270518819919,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
252,50.963843,29.568409,1391,9.43,5.0,4.0,12.0,14.0,75.0,75.0,117.0,123.0,55.0,55.0,161.0,14.1,5.28,13.44,1.19,64.0,7.0,4.0,cs137_plus_20,252,0.09682707725302453,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
253,50.962981,29.52422,1394,34.8,6.0,6.0,15.0,16.0,58.0,57.0,125.0,132.0,60.0,60.0,157.0,8.8,5.68,23.76,0.567,112.0,12.0,7.0,cs137_plus_20,253,0.09875712943494457,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
254,50.96309,29.48104,1396,15.3,9.0,8.0,15.0,17.0,61.0,62.0,125.0,133.0,60.0,60.0,177.0,10.6,5.46,19.2,1.04,77.0,10.0,5.0,cs137_plus_20,254,0.09907804433298563,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
255,50.96295,29.43806,1399,72.7,4.0,4.0,11.0,12.0,71.0,71.0,129.0,131.0,58.0,58.0,180.0,13.6,4.81,39.24,0.45,162.0,15.0,10.0,cs137_plus_20,255,0.10462825398336001,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
256,50.95675,29.88591,1417,7.14,5.0,5.0,16.0,18.0,60.0,61.0,130.0,131.0,62.0,62.0,117.0,20.5,5.73,37.8,4.42,193.0,25.0,10.0,cs137_plus_20,256,0.10338291921628408,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
257,50.956985,29.466881,1427,18.1,3.0,4.0,14.0,16.0,65.0,65.0,133.0,133.0,61.0,61.0,165.0,5.4,6.57,15.72,0.724,45.0,9.0,7.0,cs137_plus_20,257,0.0978085480212818,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
258,50.95397,29.481144,1433,18.7,3.0,3.0,17.0,18.0,62.0,61.0,134.0,134.0,62.0,62.0,162.0,5.7,6.91,23.16,1.04,180.0,9.0,8.0,cs137_plus_20,258,0.09947682953575251,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
259,50.953985,29.495439,1436,5.2,3.0,3.0,18.0,20.0,60.0,60.0,134.0,133.0,63.0,63.0,166.0,13.3,5.4,23.04,3.69,170.0,11.0,10.0,cs137_plus_20,259,0.1007879590923901,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
260,50.953985,29.566834,1443,13.3,4.0,4.0,17.0,18.0,58.0,58.0,131.0,130.0,65.0,65.0,150.0,18.4,5.37,24.6,1.55,139.0,13.0,9.0,cs137_plus_20,260,0.09834964917689179,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
261,50.953985,29.576353,1444,11.0,6.0,5.0,15.0,17.0,61.0,61.0,127.0,131.0,60.0,60.0,149.0,44.5,3.77,21.0,1.59,115.0,7.0,8.0,cs137_plus_20,261,0.09870919572764607,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
262,50.95394,29.75214,1460,9.59,3.0,3.0,15.0,17.0,65.0,65.0,135.0,135.0,60.0,60.0,157.0,3.5,6.35,49.2,4.27,286.0,21.0,16.0,cs137_plus_20,262,0.10895151640639529,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
263,50.95425,29.7667,1463,8.93,4.0,4.0,11.0,12.0,71.0,71.0,124.0,126.0,55.0,55.0,163.0,34.0,3.8,47.52,4.43,222.0,13.5,15.0,cs137_plus_20,263,0.11409773931040991,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
264,50.953443,29.927568,1475,13.5,4.0,4.0,17.0,19.0,51.0,51.0,126.0,127.0,65.0,65.0,131.0,44.8,3.81,88.55999999999999,5.46,60.0,5.0,12.0,cs137_plus_20,264,0.11193434372690461,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
265,50.95103,29.67626,1490,11.0,4.0,3.0,16.0,18.0,61.0,61.0,137.0,135.0,62.0,62.0,158.0,11.1,5.69,33.36,2.54,106.0,11.0,7.0,cs137_plus_20,265,0.09996032571904316,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
266,50.950989,29.581112,1491,9.52,4.0,4.0,14.0,15.0,61.0,60.0,133.0,132.0,63.0,63.0,140.0,21.8,4.56,20.76,1.82,71.0,8.0,5.0,cs137_plus_20,266,0.09762180295143831,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
267,50.94813,29.45218,1499,10.5,5.0,4.0,19.0,20.0,58.0,58.0,132.0,131.0,65.0,65.0,169.0,5.5,6.19,27.96,2.22,278.0,18.0,15.0,cs137_plus_20,267,0.10421051850851797,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
268,50.947991,29.7477,1502,7.78,5.0,4.0,15.0,16.0,68.0,68.0,127.0,128.0,59.0,59.0,156.0,5.5,6.34,37.32,4.0,224.0,17.0,14.0,cs137_plus_20,268,0.10473324481015128,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
269,50.94781,29.89494,1505,4.22,4.0,4.0,16.0,18.0,53.0,53.0,126.0,127.0,65.0,65.0,137.0,28.0,4.72,75.36,14.9,148.0,18.0,22.0,cs137_plus_20,269,0.11822404714451415,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
270,50.94806,29.90969,1508,9.72,5.0,5.0,19.0,20.0,55.0,55.0,132.0,133.0,59.0,60.0,117.0,19.7,4.55,75.72,6.49,190.0,16.0,18.0,cs137_plus_20,270,0.10977298015445709,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
271,50.94785,29.98131,1510,3.94,4.0,4.0,18.0,19.0,60.0,62.0,124.0,124.0,64.0,64.0,112.0,5.1,7.07,86.88000000000001,18.4,78.0,13.0,7.0,cs137_plus_20,271,0.11013442939818116,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
272,50.94508,29.90914,1525,5.04,4.0,4.0,20.0,21.0,49.0,51.0,129.0,127.0,65.0,65.0,128.0,12.0,5.53,56.4,9.33,117.0,11.0,9.0,cs137_plus_20,272,0.11097528872057913,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
273,50.94423,29.89427,1528,8.23,5.0,4.0,16.0,17.0,49.0,49.0,125.0,124.0,68.0,69.0,140.0,9.4,5.57,69.24,7.01,129.0,11.0,9.0,cs137_plus_20,273,0.1106353852634861,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
274,50.94487,29.8806,1531,3.58,4.0,4.0,17.0,18.0,52.0,52.0,130.0,130.0,64.0,64.0,148.0,8.2,5.93,30.36,7.09,132.0,10.0,9.0,cs137_plus_20,274,0.10206310595381908,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
275,50.943449,29.876318,1566,6.48,3.0,3.0,17.0,19.0,55.0,55.0,131.0,130.0,64.0,64.0,146.0,9.2,5.46,76.55999999999999,9.84,40.0,14.0,9.0,cs137_plus_20,275,0.11338471989112694,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
276,50.94224,29.97181,1575,14.5,7.0,6.0,18.0,20.0,51.0,52.0,123.0,124.0,67.0,67.0,111.0,1.6,8.1,78.24,4.5,52.0,8.0,5.0,cs137_plus_20,276,0.10833357360553422,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
277,50.935984,29.481144,1586,30.5,4.0,4.0,19.0,20.0,57.0,57.0,133.0,132.0,63.0,63.0,166.0,5.6,5.97,30.12,0.825,190.0,13.0,11.0,cs137_plus_20,277,0.101336784364378,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
278,50.935984,29.523983,1589,14.0,4.0,4.0,18.0,20.0,60.0,60.0,136.0,135.0,63.0,63.0,162.0,3.8,6.89,24.84,1.48,220.0,16.0,16.0,cs137_plus_20,278,0.10184679263954245,nuclide_mode,1.0.0,env_plus_no_ratio,extra_trees,0,,
